STT,Tên Shop,Địa Chỉ Shop,Link Website / Link Shop,Tên Sản Phẩm,Tên Sản Phẩm (Tiếng Anh),Giá Cả,Mô Tả Sản Phẩm,Mô Tả Sản Phẩm (Tiếng Anh),Tag,Category,Link Hình Ảnh
443,HaNa Gift & Decor,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=1318557152,"Móc Khoá Nón Lá, Lưu Niệm Việt Nam - Kích Thước 5cm","Móc Khoá Nón Lá, Lưu Niệm Việt Nam - Kích Thước 5cm",14514,"Đặc sản chất lượng - Móc Khoá Nón Lá, Lưu Niệm Việt Nam - Kích Thước 5cm","Unique fashion accessory showcasing Vietnamese cultural heritage from HaNa Gift & Decor: Móc Khoá Nón Lá, Lưu Niệm Việt Nam - Kích Thước 5cm.",Fashion,Thời trang,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mk6n7kud3nr65d
444,HaNa Gift & Decor,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=1318557152,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh quạt gỗ 3D hình quạt  - Quà Tặng Lưu Niệm Việt Nam,(Gift Set),55000,Đặc sản chất lượng - Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh quạt gỗ 3D hình quạt  - Quà Tặng Lưu Niệm Việt Nam,Exquisite handcrafted souvenir made with premium materials from HaNa Gift & Decor: (Gift Set).,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mj168mkqu6ti6f
445,HaNa Gift & Decor,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=1318557152,"Móc Khoá Lưu Niệm Việt Nam - Móc Khóa kim loại Áo Dái, Việt Nam - Quà Tặng Lưu Niệm Việt Nam",(Gift Set),40000,"Đặc sản chất lượng - Móc Khoá Lưu Niệm Việt Nam - Móc Khóa kim loại Áo Dái, Việt Nam - Quà Tặng Lưu Niệm Việt Nam",Unique fashion accessory showcasing Vietnamese cultural heritage from HaNa Gift & Decor: (Gift Set).,Fashion,Thời trang,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mkgq90thu68226
446,HaNa Gift & Decor,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=1318557152,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh kim loại - Quà Tặng Lưu Niệm Việt Nam,(Gift Set),42000,Đặc sản chất lượng - Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh kim loại - Quà Tặng Lưu Niệm Việt Nam,Premium and meaningful gift set elegantly packaged from HaNa Gift & Decor: (Gift Set).,Gift Sets,Quà tặng,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mkgpti2la2h112
447,Nam Xanh Thực Phẩm Từ Tự Nhiên,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=240526633,"Hộp Gừng Ăn Vặt Nam Xanh, Gừng Nướng Mật Ong, Giữ Ấm Cơ Thể, Khử Hôi Miệng, Ăn Vặt Healthy, Hộp 80g","Hộp Gừng Ăn Vặt Nam Xanh, Gừng Nướng Mật Ong, Giữ Ấm Cơ Thể, Khử Hôi Miệng, Ăn Vặt Healthy, Hộp 80g",85000,"Đặc sản chất lượng - Hộp Gừng Ăn Vặt Nam Xanh, Gừng Nướng Mật Ong, Giữ Ấm Cơ Thể, Khử Hôi Miệng, Ăn Vặt Healthy, Hộp 80g","Delicious and authentic local food specialty from Nam Xanh Thực Phẩm Từ Tự Nhiên: Hộp Gừng Ăn Vặt Nam Xanh, Gừng Nướng Mật Ong, Giữ Ấm Cơ Thể, Khử Hôi Miệng, Ăn Vặt Healthy, Hộp 80g.",Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mpa97jy6kdn2bc
448,Nam Xanh Thực Phẩm Từ Tự Nhiên,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=240526633,"Trái Cây Sấy Ăn Vặt Nam Xanh, Tắc Sấy Dẻo Mật Ong, Dùng Kèm Trà Nóng, Nguyên Liệu Tự Nhiên","Trái Cây Sấy Ăn Vặt Nam Xanh, Tắc Sấy Dẻo Mật Ong, Dùng Kèm Trà Nóng, Nguyên Liệu Tự Nhiên",68000,"Đặc sản chất lượng - Trái Cây Sấy Ăn Vặt Nam Xanh, Tắc Sấy Dẻo Mật Ong, Dùng Kèm Trà Nóng, Nguyên Liệu Tự Nhiên","Unique fashion accessory showcasing Vietnamese cultural heritage from Nam Xanh Thực Phẩm Từ Tự Nhiên: Trái Cây Sấy Ăn Vặt Nam Xanh, Tắc Sấy Dẻo Mật Ong, Dùng Kèm Trà Nóng, Nguyên Liệu Tự Nhiên.",Fashion,Thời trang,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mp1st9vkxczz40
449,Nam Xanh Thực Phẩm Từ Tự Nhiên,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=240526633,"Hộp Gừng Sấy Ăn Vặt Nam Xanh, Gừng Sấy Tắc Mật Ong, Gừng Non, Không Xơ Ít Cay, Nguyên Liệu Tự Nhiên","Hộp Gừng Sấy Ăn Vặt Nam Xanh, Gừng Sấy Tắc Mật Ong, Gừng Non, Không Xơ Ít Cay, Nguyên Liệu Tự Nhiên",50000,"Đặc sản chất lượng - Hộp Gừng Sấy Ăn Vặt Nam Xanh, Gừng Sấy Tắc Mật Ong, Gừng Non, Không Xơ Ít Cay, Nguyên Liệu Tự Nhiên","Delicious and authentic local food specialty from Nam Xanh Thực Phẩm Từ Tự Nhiên: Hộp Gừng Sấy Ăn Vặt Nam Xanh, Gừng Sấy Tắc Mật Ong, Gừng Non, Không Xơ Ít Cay, Nguyên Liệu Tự Nhiên.",Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mp9145p6xkhs84
450,Nam Xanh Thực Phẩm Từ Tự Nhiên,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=240526633,"Trái Cây Ăn Vặt, Tắc Sấy Dẻo, Nguyên Liệu Tự Nhiên, Không Chất Bảo Quản, Ăn Vặt Healthy, Hộp 140g","Trái Cây Ăn Vặt, Tắc Sấy Dẻo, Nguyên Liệu Tự Nhiên, Không Chất Bảo Quản, Ăn Vặt Healthy, Hộp 140g",64800,"Đặc sản chất lượng - Trái Cây Ăn Vặt, Tắc Sấy Dẻo, Nguyên Liệu Tự Nhiên, Không Chất Bảo Quản, Ăn Vặt Healthy, Hộp 140g","Delicious and authentic local food specialty from Nam Xanh Thực Phẩm Từ Tự Nhiên: Trái Cây Ăn Vặt, Tắc Sấy Dẻo, Nguyên Liệu Tự Nhiên, Không Chất Bảo Quản, Ăn Vặt Healthy, Hộp 140g.",Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mp1st9vkxczz40
451,Nam Xanh Thực Phẩm Từ Tự Nhiên,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=240526633,"Hộp Gừng Nướng Ăn Vặt Nam Xanh, Giữ Ấm Cơ Thể, Khử Hôi Miệng, Ăn Vặt Healthy, Không Chất Bảo Quản","Hộp Gừng Nướng Ăn Vặt Nam Xanh, Giữ Ấm Cơ Thể, Khử Hôi Miệng, Ăn Vặt Healthy, Không Chất Bảo Quản",80000,"Đặc sản chất lượng - Hộp Gừng Nướng Ăn Vặt Nam Xanh, Giữ Ấm Cơ Thể, Khử Hôi Miệng, Ăn Vặt Healthy, Không Chất Bảo Quản","Delicious and authentic local food specialty from Nam Xanh Thực Phẩm Từ Tự Nhiên: Hộp Gừng Nướng Ăn Vặt Nam Xanh, Giữ Ấm Cơ Thể, Khử Hôi Miệng, Ăn Vặt Healthy, Không Chất Bảo Quản.",Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mofh2ed4qdqlc0
452,Nam Xanh Thực Phẩm Từ Tự Nhiên,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=240526633,"Hộp Trái Cây Sấy Ăn Vặt Nam Xanh, Mơ Sấy Dẻo, Mơ Tây Bắc Tách Nước, Ăn Vặt Healthy, Hộp Giấy",Cup,69880,"Đặc sản chất lượng - Hộp Trái Cây Sấy Ăn Vặt Nam Xanh, Mơ Sấy Dẻo, Mơ Tây Bắc Tách Nước, Ăn Vặt Healthy, Hộp Giấy",Exquisite handcrafted souvenir made with premium materials from Nam Xanh Thực Phẩm Từ Tự Nhiên: Cup.,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mof5wxkbbj0pf5
453,Nam Xanh Thực Phẩm Từ Tự Nhiên,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=240526633,"Đồ Ăn Vặt Healthy Nam Xanh, Vỏ Bưởi Sấy Phủ Mơ Muối, Nguyên Liệu Tự Nhiên, Không Chất Bảo Quản","Đồ Ăn Vặt Healthy Nam Xanh, Vỏ Bưởi Sấy Phủ Mơ Muối, Nguyên Liệu Tự Nhiên, Không Chất Bảo Quản",35300,"Đặc sản chất lượng - Đồ Ăn Vặt Healthy Nam Xanh, Vỏ Bưởi Sấy Phủ Mơ Muối, Nguyên Liệu Tự Nhiên, Không Chất Bảo Quản","Delicious and authentic local food specialty from Nam Xanh Thực Phẩm Từ Tự Nhiên: Đồ Ăn Vặt Healthy Nam Xanh, Vỏ Bưởi Sấy Phủ Mơ Muối, Nguyên Liệu Tự Nhiên, Không Chất Bảo Quản.",Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m3a7nmpqg7os03
454,Nam Xanh Thực Phẩm Từ Tự Nhiên,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=240526633,"Túi Gừng Nướng Ăn Vặt Nam Xanh, Gừng Nướng Mật Ong, Ăn Vặt Healthy, Khử Hôi Miệng, Túi 10 Gói Nhỏ","Túi Gừng Nướng Ăn Vặt Nam Xanh, Gừng Nướng Mật Ong, Ăn Vặt Healthy, Khử Hôi Miệng, Túi 10 Gói Nhỏ",69000,"Đặc sản chất lượng - Túi Gừng Nướng Ăn Vặt Nam Xanh, Gừng Nướng Mật Ong, Ăn Vặt Healthy, Khử Hôi Miệng, Túi 10 Gói Nhỏ","Unique fashion accessory showcasing Vietnamese cultural heritage from Nam Xanh Thực Phẩm Từ Tự Nhiên: Túi Gừng Nướng Ăn Vặt Nam Xanh, Gừng Nướng Mật Ong, Ăn Vặt Healthy, Khử Hôi Miệng, Túi 10 Gói Nhỏ.",Fashion,Thời trang,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mop3lczq0bgs4b
455,Nam Xanh Thực Phẩm Từ Tự Nhiên,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=240526633,Nam Xanh Hạt Sen Sấy Dừa Mật Ong 100G (130G),Nam Xanh Hạt Sen Sấy Dừa Mật Ong 100G (130G),165000,Đặc sản chất lượng - Nam Xanh Hạt Sen Sấy Dừa Mật Ong 100G (130G),Delicious and authentic local food specialty from Nam Xanh Thực Phẩm Từ Tự Nhiên: Nam Xanh Hạt Sen Sấy Dừa Mật Ong 100G (130G).,Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mdzk1xebnn5u46
456,Nam Xanh Thực Phẩm Từ Tự Nhiên,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=240526633,"Túi Trái Cây Sấy Ăn Vặt, Xoài Loại 1, Ăn Vặt Healthy, Nguyên Liệu Tự Nhiên, Không Chất Bảo Quản","Túi Trái Cây Sấy Ăn Vặt, Xoài Loại 1, Ăn Vặt Healthy, Nguyên Liệu Tự Nhiên, Không Chất Bảo Quản",86000,"Đặc sản chất lượng - Túi Trái Cây Sấy Ăn Vặt, Xoài Loại 1, Ăn Vặt Healthy, Nguyên Liệu Tự Nhiên, Không Chất Bảo Quản","Unique fashion accessory showcasing Vietnamese cultural heritage from Nam Xanh Thực Phẩm Từ Tự Nhiên: Túi Trái Cây Sấy Ăn Vặt, Xoài Loại 1, Ăn Vặt Healthy, Nguyên Liệu Tự Nhiên, Không Chất Bảo Quản.",Fashion,Thời trang,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mp7tqzzzkxzi93
457,Tổng Kho Đồ Đồng Mỹ nghệ 99,Tỉnh Bắc Ninh,https://shopee.vn/search?shop=438805744,"Đồng xu âm dương, xin đài , gieo quẻ, chiêu tài bằng đồng nguyên chất","Đồng xu âm dương, xin đài , gieo quẻ, chiêu tài bằng đồng nguyên chất",18000,"Đặc sản chất lượng - Đồng xu âm dương, xin đài , gieo quẻ, chiêu tài bằng đồng nguyên chất","Exquisite handcrafted souvenir made with premium materials from Tổng Kho Đồ Đồng Mỹ nghệ 99: Đồng xu âm dương, xin đài , gieo quẻ, chiêu tài bằng đồng nguyên chất.",Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m7etu72whsl8aa
458,Tổng Kho Đồ Đồng Mỹ nghệ 99,Tỉnh Bắc Ninh,https://shopee.vn/search?shop=438805744,"hoa sen đồng - bó hoa sen bằng đồng 10-15bông , có kèm lọ và không kèm lọ",- Lotus Design,550000,"Đặc sản chất lượng - hoa sen đồng - bó hoa sen bằng đồng 10-15bông , có kèm lọ và không kèm lọ",Exquisite handcrafted souvenir made with premium materials from Tổng Kho Đồ Đồng Mỹ nghệ 99: - Lotus Design.,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mi0fnlvcyi2u4b
459,Tổng Kho Đồ Đồng Mỹ nghệ 99,Tỉnh Bắc Ninh,https://shopee.vn/search?shop=438805744,Trống đồng lưu niệm - quà tặng mặt trống đồng hoa văn các mẫu cao cấp .có kèm hộp đỏ và kệ gỗ,Premium (Gift Set),280000,Đặc sản chất lượng - Trống đồng lưu niệm - quà tặng mặt trống đồng hoa văn các mẫu cao cấp .có kèm hộp đỏ và kệ gỗ,Exquisite handcrafted souvenir made with premium materials from Tổng Kho Đồ Đồng Mỹ nghệ 99: Premium (Gift Set).,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m7hr4rin7il40a
460,Tổng Kho Đồ Đồng Mỹ nghệ 99,Tỉnh Bắc Ninh,https://shopee.vn/search?shop=438805744,Hồ Lô phong thuỷ bằng đồng,Hồ Lô phong thuỷ bằng đồng,83300,Đặc sản chất lượng - Hồ Lô phong thuỷ bằng đồng,Exquisite handcrafted souvenir made with premium materials from Tổng Kho Đồ Đồng Mỹ nghệ 99: Hồ Lô phong thuỷ bằng đồng.,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m81wohgpgvb6fd
461,Tổng Kho Đồ Đồng Mỹ nghệ 99,Tỉnh Bắc Ninh,https://shopee.vn/search?shop=438805744,"cồng chiêng nhạc cụ bằng đồng, nhạc cụ truyền thống kích thước 30cm,40cm,50cm","cồng chiêng nhạc cụ bằng đồng, nhạc cụ truyền thống kích thước 30cm,40cm,50cm",420000,"Đặc sản chất lượng - cồng chiêng nhạc cụ bằng đồng, nhạc cụ truyền thống kích thước 30cm,40cm,50cm","Exquisite handcrafted souvenir made with premium materials from Tổng Kho Đồ Đồng Mỹ nghệ 99: cồng chiêng nhạc cụ bằng đồng, nhạc cụ truyền thống kích thước 30cm,40cm,50cm.",Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mgm5447de68cbd
462,Tổng Kho Đồ Đồng Mỹ nghệ 99,Tỉnh Bắc Ninh,https://shopee.vn/search?shop=438805744,"chập cheng mua lân, múa trống, chũm choẹ, chập chiêng bằng inox 304 size 20-30cm(1 cặp gồm 2 chiếc)","chập cheng mua lân, múa trống, chũm choẹ, chập chiêng bằng inox 304 size 20-30cm(1 cặp gồm 2 chiếc)",70000,"Đặc sản chất lượng - chập cheng mua lân, múa trống, chũm choẹ, chập chiêng bằng inox 304 size 20-30cm(1 cặp gồm 2 chiếc)","Exquisite handcrafted souvenir made with premium materials from Tổng Kho Đồ Đồng Mỹ nghệ 99: chập cheng mua lân, múa trống, chũm choẹ, chập chiêng bằng inox 304 size 20-30cm(1 cặp gồm 2 chiếc).",Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mebrr11rki6a68
463,Tổng Kho Đồ Đồng Mỹ nghệ 99,Tỉnh Bắc Ninh,https://shopee.vn/search?shop=438805744,Trống đồng lưu niệm- quà tặng mặt trống đồng hoa văn sắc nét đủ bôi kệ gỗ và hộp quà đi kèm,(Gift Set),250000,Đặc sản chất lượng - Trống đồng lưu niệm- quà tặng mặt trống đồng hoa văn sắc nét đủ bôi kệ gỗ và hộp quà đi kèm,Exquisite handcrafted souvenir made with premium materials from Tổng Kho Đồ Đồng Mỹ nghệ 99: (Gift Set).,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mc057pt29or27e
464,Tổng Kho Đồ Đồng Mỹ nghệ 99,Tỉnh Bắc Ninh,https://shopee.vn/search?shop=438805744,"Trống đồng đông sơn, trống đồng mini để bàn trang trí - quà tặng- lưu niệm",(Gift Set),899000,"Đặc sản chất lượng - Trống đồng đông sơn, trống đồng mini để bàn trang trí - quà tặng- lưu niệm",Premium and meaningful gift set elegantly packaged from Tổng Kho Đồ Đồng Mỹ nghệ 99: (Gift Set).,Gift Sets,Quà tặng,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m7g4qw4j8ghi37
465,Tổng Kho Đồ Đồng Mỹ nghệ 99,Tỉnh Bắc Ninh,https://shopee.vn/search?shop=438805744,Trống đồng lưu niệm- trống đồng đông sơn- trống đồng mini để bàn,Trống đồng lưu niệm- trống đồng đông sơn- trống đồng mini để bàn,890000,Đặc sản chất lượng - Trống đồng lưu niệm- trống đồng đông sơn- trống đồng mini để bàn,Premium and meaningful gift set elegantly packaged from Tổng Kho Đồ Đồng Mỹ nghệ 99: Trống đồng lưu niệm- trống đồng đông sơn- trống đồng mini để bàn.,Gift Sets,Quà tặng,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mivf1hedet5057
466,Tổng Kho Đồ Đồng Mỹ nghệ 99,Tỉnh Bắc Ninh,https://shopee.vn/search?shop=438805744,"Nón đãi vàng , máng đãi vàng thủ công đường kính 40-46-50cm","Nón đãi vàng , máng đãi vàng thủ công đường kính 40-46-50cm",321000,"Đặc sản chất lượng - Nón đãi vàng , máng đãi vàng thủ công đường kính 40-46-50cm","Unique fashion accessory showcasing Vietnamese cultural heritage from Tổng Kho Đồ Đồng Mỹ nghệ 99: Nón đãi vàng , máng đãi vàng thủ công đường kính 40-46-50cm.",Fashion,Thời trang,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mmsynudciyo83f
467,Vũ Long Bamboo,Thành phố Hà Nội,https://shopee.vn/search?shop=1344409784,"Cốc tre vẽ tay hình cô gái, phong cảnh Việt Nam đặc sắc, ống cắm bút, ống đựng bút, quà tặng lưu niệm handmade độc đáo",Mug (Gift Set) - Hand-painted,50000,"Đặc sản chất lượng - Cốc tre vẽ tay hình cô gái, phong cảnh Việt Nam đặc sắc, ống cắm bút, ống đựng bút, quà tặng lưu niệm handmade độc đáo",High-aesthetic artistic decor item from Vũ Long Bamboo: Mug (Gift Set) - Hand-painted.,Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lzik299kq4i567
468,Vũ Long Bamboo,Thành phố Hà Nội,https://shopee.vn/search?shop=1344409784,(Xưởng sx) ĐẾ COASTER LÓT LY CỐC BẰNG MÂY ĐAN và SỨ THỦ CÔNG BẰNG TAY - QUÀ TẶNG LƯU NIỆM MỸ NGHỆ VIỆT NAM,Porcelain Mug (Gift Set),20000,Đặc sản chất lượng - (Xưởng sx) ĐẾ COASTER LÓT LY CỐC BẰNG MÂY ĐAN và SỨ THỦ CÔNG BẰNG TAY - QUÀ TẶNG LƯU NIỆM MỸ NGHỆ VIỆT NAM,Exquisite handcrafted souvenir made with premium materials from Vũ Long Bamboo: Porcelain Mug (Gift Set).,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lziheknrdefhb7
469,Vũ Long Bamboo,Thành phố Hà Nội,https://shopee.vn/search?shop=1344409784,"(Combo siêu hời) Bộ bàn ghế mây sò tự nhiên nhỏ gọn, tiện lợi phù hợp bộ Cafe/ ban công gia đình / Homestay","(Combo siêu hời) Bộ bàn ghế mây sò tự nhiên nhỏ gọn, tiện lợi phù hợp bộ Cafe/ ban công gia đình / Homestay",470000,"Đặc sản chất lượng - (Combo siêu hời) Bộ bàn ghế mây sò tự nhiên nhỏ gọn, tiện lợi phù hợp bộ Cafe/ ban công gia đình / Homestay","Exquisite handcrafted souvenir made with premium materials from Vũ Long Bamboo: (Combo siêu hời) Bộ bàn ghế mây sò tự nhiên nhỏ gọn, tiện lợi phù hợp bộ Cafe/ ban công gia đình / Homestay.",Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lzh70x7pca01b6
